supplier_id,supplier_name,country,contact_email,phone,rating
811,Advanced Electronics,Japan,sales811@example.com,(997)764-9388,4.05
812,Dynamic Retail,China,sales812@example.com,+1-476-387-0657x801,3.77
813,NextGen Industries,Japan,sales813@example.com,(762)811-8118x19695,3.8
814,Future Supply,Germany,sales814@example.com,555.378.6499x4370,4.54
815,Future Electronics,Italy,sales815@example.com,419-595-6568x67318,4.96
816,Future Distribution,USA,sales816@example.com,+1-407-701-0398x21044,4.22
817,United Trading,Japan,sales817@example.com,(754)618-4348x6214,4.68
818,Global Electronics,China,sales818@example.com,+1-303-960-0899x645,4.21
819,Future Retail,India,sales819@example.com,819-795-1656,4.21
820,NextGen Distribution,UK,sales820@example.com,(918)284-9518,4.63
821,Future Supply,France,sales821@example.com,001-982-378-2189,4.44
822,Prime Industries,China,sales822@example.com,+1-603-707-9184,4.72
823,NextGen Logistics,Germany,sales823@example.com,783-716-3271,4.75
824,United Trading,India,sales824@example.com,578.435.1637,3.79
825,NextGen Retail,UK,sales825@example.com,(950)461-7903,4.62
826,National Manufacturing,Japan,sales826@example.com,(523)999-5153x7087,4.54
827,Future Retail,France,sales827@example.com,001-501-887-9900,4.23
828,Elite Retail,South Korea,sales828@example.com,753.749.3921x2218,3.57
829,Dynamic Solutions,France,sales829@example.com,+1-881-903-8787,4.19
830,National Solutions,Germany,sales830@example.com,2689760758,4.59
831,Future Retail,South Korea,sales831@example.com,524-892-0800x52624,4.75
832,Global Retail,Japan,sales832@example.com,200.900.0029,4.51
833,National Trading,USA,sales833@example.com,334-679-6632,4.55
834,Prime Manufacturing,USA,sales834@example.com,(491)616-5042,4.16
835,Prime Supply,UK,sales835@example.com,456-705-4059x67035,4.37
836,National Industries,Japan,sales836@example.com,489.444.2891,4.22
837,Future Distribution,Canada,sales837@example.com,631.737.1624,4.01
838,NextGen Distribution,South Korea,sales838@example.com,(393)468-2605,3.8
839,United Trading,China,sales839@example.com,001-974-447-9105,4.65
840,Global Manufacturing,UK,sales840@example.com,681-407-7861x12836,3.68
841,Global Trading,UK,sales841@example.com,274.389.3478x5051,3.66
842,Future Supply,USA,sales842@example.com,(720)716-8084,3.71
843,Prime Solutions,South Korea,sales843@example.com,3544700450,4.49
844,NextGen Retail,Germany,sales844@example.com,+1-349-572-7925x79017,4.72
845,Global Manufacturing,Germany,sales845@example.com,(270)851-5824,4.22
846,Advanced Technologies,India,sales846@example.com,265-499-4413,3.9
847,Global Industries,Japan,sales847@example.com,806.517.9087,4.33
848,Prime Industries,Canada,sales848@example.com,(423)355-0873x96357,4.83
849,Prime Manufacturing,France,sales849@example.com,001-398-874-8165,4.4
850,Elite Solutions,USA,sales850@example.com,(594)941-5536,4.62
851,Advanced Distribution,USA,sales851@example.com,(502)330-3758,4.76
852,Dynamic Technologies,South Korea,sales852@example.com,387-884-3281x96813,4.7
853,Dynamic Retail,France,sales853@example.com,(624)596-6203,4.66
854,Global Logistics,Germany,sales854@example.com,(751)304-1600,3.58
855,Global Industries,Japan,sales855@example.com,335-846-2168x8404,3.88
856,Dynamic Supply,USA,sales856@example.com,001-602-291-4631x6310,4.46
857,National Manufacturing,Italy,sales857@example.com,001-502-904-9946,4.46
858,Elite Industries,China,sales858@example.com,744.851.6101x69961,3.82
859,Vertex Electronics,UK,sales859@example.com,428.878.6502x1666,4.66
860,Advanced Trading,South Korea,sales860@example.com,(267)927-8417x8574,4.05
861,Global Technologies,Italy,sales861@example.com,230-712-7157x558,4.74
862,Prime Retail,USA,sales862@example.com,(424)383-0443,4.34
863,Global Industries,USA,sales863@example.com,+1-437-491-2896x1753,4.23
864,Advanced Technologies,Canada,sales864@example.com,001-965-603-2104,4.93
865,NextGen Manufacturing,South Korea,sales865@example.com,+1-931-910-5492x752,4.95
866,United Solutions,Japan,sales866@example.com,+1-801-454-4533x63330,4.87
867,Global Solutions,Canada,sales867@example.com,+1-957-257-1549x81678,4.06
868,Vertex Trading,UK,sales868@example.com,246.628.2351,3.94
869,NextGen Manufacturing,UK,sales869@example.com,277-442-0447,3.54
870,National Manufacturing,Canada,sales870@example.com,001-604-441-4990x3096,3.86
871,Dynamic Logistics,USA,sales871@example.com,+1-478-564-1922x69805,4.07
872,Global Electronics,France,sales872@example.com,001-849-995-7970x130,3.78
873,Dynamic Solutions,UK,sales873@example.com,001-629-775-8269x47479,4.62
874,National Solutions,France,sales874@example.com,+1-479-711-7673,4.84
875,Future Industries,Canada,sales875@example.com,(659)671-6430x17686,4.35
876,United Trading,South Korea,sales876@example.com,(577)966-0427x498,3.87
877,Prime Distribution,South Korea,sales877@example.com,+1-779-937-9244x643,4.23
878,Vertex Solutions,France,sales878@example.com,+1-422-332-3820,3.76
879,NextGen Technologies,USA,sales879@example.com,526-344-7481x589,4.67
880,Vertex Logistics,China,sales880@example.com,+1-420-627-0850x9919,3.6
881,Advanced Technologies,India,sales881@example.com,(444)748-3402,4.86
882,Elite Technologies,Canada,sales882@example.com,653-949-2318,4.95
883,National Supply,USA,sales883@example.com,(669)528-9170x65000,3.77
884,Advanced Retail,Italy,sales884@example.com,(234)661-0364x736,4.67
885,Advanced Trading,South Korea,sales885@example.com,+1-701-280-5257x467,4.23
886,Vertex Supply,France,sales886@example.com,998-765-5746x2181,4.43
887,Future Logistics,India,sales887@example.com,433-744-3034x0943,5.0
888,Future Manufacturing,China,sales888@example.com,+1-829-409-3581x83163,3.99
889,United Industries,Germany,sales889@example.com,(846)471-1588x06807,3.54
890,National Logistics,Germany,sales890@example.com,533-833-3823,4.56
891,Future Distribution,South Korea,sales891@example.com,854-348-7296x729,4.51
892,Elite Retail,India,sales892@example.com,+1-985-744-9538x104,4.71
893,Elite Industries,Germany,sales893@example.com,001-921-585-7310x9757,4.05
894,Advanced Technologies,Japan,sales894@example.com,+1-887-559-3735x471,3.99
895,Global Industries,Canada,sales895@example.com,255-844-3133x466,3.93
896,United Supply,USA,sales896@example.com,(355)313-7570x540,4.87
897,National Technologies,UK,sales897@example.com,(701)779-4407,4.73
898,National Supply,Canada,sales898@example.com,565.594.4084,4.27
899,Elite Retail,Canada,sales899@example.com,(718)840-8151,4.94
900,United Solutions,Japan,sales900@example.com,+1-985-491-0737x036,4.71
901,Prime Solutions,UK,sales901@example.com,306-850-8773x5395,4.6
902,Vertex Manufacturing,India,sales902@example.com,+1-782-836-3905,4.1
903,Elite Manufacturing,Germany,sales903@example.com,+1-783-318-0712x375,3.81
904,Prime Manufacturing,Japan,sales904@example.com,481-239-7476x33364,4.6
905,NextGen Industries,Japan,sales905@example.com,5966854012,4.75
906,Vertex Retail,Italy,sales906@example.com,(502)816-8100x7953,4.4
907,Vertex Trading,UK,sales907@example.com,+1-803-268-7019x5047,4.28
908,NextGen Logistics,South Korea,sales908@example.com,735-874-3235x691,3.72
909,National Manufacturing,USA,sales909@example.com,001-943-265-0245,4.75
910,Global Manufacturing,USA,sales910@example.com,+1-736-973-7383x739,3.84
911,United Logistics,UK,sales911@example.com,671.897.0960,4.99
912,Vertex Logistics,USA,sales912@example.com,6009910533,3.58
913,Future Trading,China,sales913@example.com,(492)438-3323x0066,4.3
914,United Retail,Germany,sales914@example.com,(419)228-2923x3744,3.78
915,Dynamic Manufacturing,China,sales915@example.com,(751)246-6835,4.83
916,National Electronics,Italy,sales916@example.com,+1-704-417-9589x4579,4.53
917,Elite Technologies,UK,sales917@example.com,657.206.9732x98721,4.74
918,Prime Logistics,Canada,sales918@example.com,455.666.7545x3900,3.75
919,United Industries,Canada,sales919@example.com,764.655.2353,4.68
920,Elite Logistics,USA,sales920@example.com,(703)503-1475,4.37
921,Elite Logistics,China,sales921@example.com,5358822203,4.32
922,NextGen Supply,Canada,sales922@example.com,+1-702-736-3000,4.06
923,Advanced Supply,Japan,sales923@example.com,+1-920-336-2345,4.43
924,Future Technologies,USA,sales924@example.com,+1-827-698-0804x922,3.81
925,Future Logistics,Canada,sales925@example.com,948-748-8221,3.51
926,Vertex Industries,France,sales926@example.com,+1-449-719-9251x02621,3.66
927,Future Distribution,Canada,sales927@example.com,911-798-9129x546,3.7
928,Vertex Trading,India,sales928@example.com,2554697477,4.08
929,Elite Solutions,USA,sales929@example.com,(947)246-8934,3.8
930,Future Industries,France,sales930@example.com,001-450-415-9526x551,3.64
931,Vertex Industries,Canada,sales931@example.com,001-584-989-9084x495,3.52
932,Advanced Technologies,France,sales932@example.com,975.415.7553x5755,4.17
933,National Electronics,China,sales933@example.com,508.691.7804x3647,4.92
934,Dynamic Trading,Japan,sales934@example.com,001-776-541-8402x78556,4.38
935,Elite Technologies,Italy,sales935@example.com,762.297.2508,4.78
936,Advanced Manufacturing,Germany,sales936@example.com,001-605-578-0534x9864,4.52
937,Dynamic Retail,USA,sales937@example.com,443.717.5309x42125,4.8
938,Advanced Solutions,France,sales938@example.com,938-415-2390,3.85
939,Global Electronics,Japan,sales939@example.com,273.528.3561x0276,4.24
940,Prime Retail,Germany,sales940@example.com,(273)707-4302,4.74
941,NextGen Industries,Germany,sales941@example.com,+1-235-864-4222x4973,3.78
942,Dynamic Manufacturing,France,sales942@example.com,(273)329-4031x1593,4.11
943,Dynamic Trading,France,sales943@example.com,+1-744-621-6358,4.65
944,Dynamic Retail,UK,sales944@example.com,+1-829-977-1754x7298,4.27
945,NextGen Industries,Italy,sales945@example.com,(332)595-0090x79910,4.29
946,Future Solutions,Japan,sales946@example.com,773.583.3473,3.58
947,Future Retail,Canada,sales947@example.com,(827)843-5671x85547,3.82
948,Global Logistics,UK,sales948@example.com,001-511-676-5338,3.79
949,Advanced Logistics,Italy,sales949@example.com,(657)394-1801x99329,4.93
950,Prime Manufacturing,Germany,sales950@example.com,+1-309-261-8856x4155,3.56
951,Global Supply,USA,sales951@example.com,001-519-327-6749,4.37
952,NextGen Retail,Canada,sales952@example.com,(557)541-7635,3.61
953,Global Trading,Japan,sales953@example.com,001-920-746-9912x545,4.17
954,Future Manufacturing,China,sales954@example.com,(266)360-3311x5198,4.11
955,NextGen Distribution,Germany,sales955@example.com,(392)312-0370x9999,3.53
956,National Technologies,Japan,sales956@example.com,665.685.5161x4420,3.5
957,Elite Industries,India,sales957@example.com,331.517.8750x8220,3.66
958,United Distribution,South Korea,sales958@example.com,366.982.8469,4.98
959,Global Trading,Italy,sales959@example.com,969-935-2026x31218,4.78
960,Vertex Electronics,Germany,sales960@example.com,001-616-652-8271x4702,3.96
961,Elite Electronics,South Korea,sales961@example.com,(950)654-3418x53515,4.07
962,Dynamic Logistics,Germany,sales962@example.com,997.833.5674x73527,3.61
963,Future Supply,Germany,sales963@example.com,001-305-790-5534x90253,4.05
964,National Industries,South Korea,sales964@example.com,001-935-930-4388x37504,3.62
965,Advanced Electronics,Japan,sales965@example.com,3153926400,3.9
966,NextGen Technologies,China,sales966@example.com,(755)886-7395,3.54
967,Advanced Solutions,UK,sales967@example.com,516.788.8759,4.47
968,Global Manufacturing,Germany,sales968@example.com,3018388993,3.78
969,NextGen Trading,South Korea,sales969@example.com,308-620-3911x45284,3.98
970,National Supply,Japan,sales970@example.com,477-988-3667,4.83
971,NextGen Solutions,South Korea,sales971@example.com,001-727-764-8327x751,4.26
972,Dynamic Manufacturing,Germany,sales972@example.com,294-746-6915x22946,4.6
973,Dynamic Industries,China,sales973@example.com,+1-571-411-3620x80914,4.82
974,Advanced Solutions,UK,sales974@example.com,(743)892-2739,4.77
975,Vertex Supply,South Korea,sales975@example.com,838.501.7594,3.61
976,Dynamic Manufacturing,Canada,sales976@example.com,(377)976-8593x74837,4.98
977,Prime Electronics,Japan,sales977@example.com,001-999-638-5731x80085,4.14
978,National Electronics,China,sales978@example.com,756.438.0125,4.26
979,Elite Industries,China,sales979@example.com,(849)331-2064x86323,3.92
980,NextGen Industries,South Korea,sales980@example.com,5047527222,4.23
981,Global Trading,Germany,sales981@example.com,790.869.2541x2440,4.54
982,Dynamic Logistics,UK,sales982@example.com,+1-521-521-2907x134,4.52
983,Prime Distribution,China,sales983@example.com,(588)348-3988x13391,4.95
984,Global Electronics,USA,sales984@example.com,+1-994-880-9523,4.97
985,Future Solutions,USA,sales985@example.com,792-499-2502,4.79
986,Global Supply,Germany,sales986@example.com,418.209.9748x0655,4.27
987,United Technologies,China,sales987@example.com,(569)680-2669x09633,4.91
988,Prime Manufacturing,China,sales988@example.com,408.904.8766,3.61
989,Future Distribution,Canada,sales989@example.com,606.692.6200x925,4.46
990,NextGen Trading,USA,sales990@example.com,+1-689-218-5076x89098,4.17
991,Dynamic Distribution,Germany,sales991@example.com,(543)528-5908x274,4.68
992,United Supply,Germany,sales992@example.com,441.487.2524,3.54
993,Vertex Industries,Canada,sales993@example.com,001-217-865-7438x686,4.9
994,Prime Distribution,France,sales994@example.com,6429388087,4.89
995,Prime Solutions,India,sales995@example.com,822-679-6186x46742,3.53
996,National Technologies,UK,sales996@example.com,(277)442-2632x44423,4.37
997,Prime Manufacturing,Italy,sales997@example.com,001-342-645-5824x9975,5.0
998,Prime Solutions,Japan,sales998@example.com,001-615-858-5721,3.79
999,Global Supply,Japan,sales999@example.com,+1-479-527-3845x338,4.62
1000,United Trading,France,sales1000@example.com,(492)446-2057x354,4.88
1001,Dynamic Distribution,Japan,sales1001@example.com,001-379-651-9912x1716,4.04
1002,NextGen Solutions,Germany,sales1002@example.com,359-411-2938x5209,3.68
1003,NextGen Industries,South Korea,sales1003@example.com,(314)560-5362x134,4.71
1004,Elite Electronics,UK,sales1004@example.com,001-718-389-8376x0935,3.54
1005,Dynamic Logistics,India,sales1005@example.com,(779)728-0845,4.04
1006,Prime Technologies,Canada,sales1006@example.com,(496)697-2246,3.88
1007,Global Retail,Germany,sales1007@example.com,548-923-3065,4.5
1008,NextGen Electronics,India,sales1008@example.com,(680)274-6310x348,4.99
1009,National Technologies,Japan,sales1009@example.com,428-860-4428,4.63
1010,Global Distribution,Italy,sales1010@example.com,579-572-5736,3.66
1011,Future Technologies,UK,sales1011@example.com,(566)629-9048,4.89
1012,Vertex Manufacturing,USA,sales1012@example.com,(924)368-7739,4.12
1013,Dynamic Technologies,USA,sales1013@example.com,(753)706-2535,4.43
1014,Advanced Industries,USA,sales1014@example.com,001-550-671-3462x457,4.31
1015,National Technologies,South Korea,sales1015@example.com,(235)935-3019,4.63
1016,Elite Technologies,South Korea,sales1016@example.com,(670)241-4017x900,4.76
1017,Future Trading,Italy,sales1017@example.com,+1-915-934-1491x18762,4.15
1018,Elite Trading,Canada,sales1018@example.com,(784)575-5228x28427,4.1
1019,Future Manufacturing,UK,sales1019@example.com,(903)520-3822x184,4.68
1020,Global Industries,UK,sales1020@example.com,755.304.4664,4.75
1021,Vertex Logistics,China,sales1021@example.com,896-615-7046x21010,3.95
1022,Elite Distribution,Italy,sales1022@example.com,993.404.6896,4.64
1023,Dynamic Trading,South Korea,sales1023@example.com,(241)641-5489,3.98
1024,Elite Trading,Italy,sales1024@example.com,244-820-2591x204,4.34
1025,Vertex Logistics,South Korea,sales1025@example.com,001-759-885-4150x323,4.37
1026,Future Technologies,Japan,sales1026@example.com,(583)411-7948x774,5.0
1027,Prime Supply,Canada,sales1027@example.com,(522)629-2908,3.61
1028,Dynamic Industries,UK,sales1028@example.com,719-224-1186x489,4.07
1029,Advanced Retail,South Korea,sales1029@example.com,001-698-656-3569x83585,3.57
1030,Prime Industries,France,sales1030@example.com,242.423.6656,4.93
1031,National Logistics,UK,sales1031@example.com,7689909053,4.72
1032,National Manufacturing,China,sales1032@example.com,+1-325-754-9853x36207,3.72
1033,NextGen Electronics,USA,sales1033@example.com,001-478-626-3940x06299,4.18
1034,Future Electronics,Canada,sales1034@example.com,(315)853-8700,4.63
1035,Vertex Manufacturing,Germany,sales1035@example.com,001-669-446-5163x94356,4.27
1036,Future Distribution,China,sales1036@example.com,001-239-210-2246,4.2
1037,Global Electronics,China,sales1037@example.com,275.692.5764x0190,4.17
1038,Vertex Technologies,Canada,sales1038@example.com,+1-854-918-8343x9692,4.82
1039,Future Industries,China,sales1039@example.com,(697)407-8659,4.39
1040,Future Logistics,France,sales1040@example.com,357-369-0306,4.81
1041,Dynamic Industries,France,sales1041@example.com,404.991.4936x473,4.11
1042,Prime Manufacturing,Germany,sales1042@example.com,842.763.2783x870,4.11
1043,Dynamic Technologies,Germany,sales1043@example.com,(803)954-9389x606,4.99
1044,NextGen Retail,Japan,sales1044@example.com,(548)506-3469,3.96
1045,Global Distribution,Japan,sales1045@example.com,421.216.6285,3.62
1046,Elite Industries,Italy,sales1046@example.com,+1-246-613-7052x80238,3.89
1047,United Electronics,UK,sales1047@example.com,961-862-3597,4.06
1048,Advanced Industries,Germany,sales1048@example.com,+1-326-539-7885,3.74
1049,NextGen Manufacturing,South Korea,sales1049@example.com,929-513-8200x905,4.3
1050,Prime Retail,UK,sales1050@example.com,001-347-582-4056,3.96
1051,Elite Distribution,China,sales1051@example.com,001-835-325-3757,3.82
1052,Global Trading,South Korea,sales1052@example.com,673.738.2677,4.22
1053,NextGen Distribution,USA,sales1053@example.com,001-780-614-2667x21342,4.14
1054,Dynamic Logistics,South Korea,sales1054@example.com,(397)637-1861x39308,3.75
1055,Prime Logistics,UK,sales1055@example.com,860.393.1706x0881,3.83
1056,Global Industries,China,sales1056@example.com,+1-641-822-3549,4.3
1057,United Industries,Germany,sales1057@example.com,+1-577-220-6038x75204,4.36
1058,Dynamic Supply,Japan,sales1058@example.com,342.729.2886x890,4.98
1059,Future Retail,USA,sales1059@example.com,(521)842-8476,4.14
1060,Global Trading,UK,sales1060@example.com,(495)449-1441x67871,4.41
1061,Global Technologies,Germany,sales1061@example.com,+1-937-838-4267x6756,4.46
1062,National Electronics,UK,sales1062@example.com,382-808-9508,4.6
1063,Dynamic Logistics,South Korea,sales1063@example.com,674.882.6470,4.86
1064,Dynamic Distribution,Japan,sales1064@example.com,373-440-5404x65972,4.22
1065,Future Manufacturing,USA,sales1065@example.com,+1-366-880-6959x547,3.74
1066,Prime Manufacturing,India,sales1066@example.com,328-476-3511x112,3.51
1067,National Manufacturing,South Korea,sales1067@example.com,+1-555-360-2620x60499,4.77
1068,Prime Electronics,France,sales1068@example.com,331-335-3720,4.81
1069,Dynamic Trading,China,sales1069@example.com,+1-806-346-1595,3.64
1070,Elite Logistics,Japan,sales1070@example.com,467.560.0771x2488,4.1
1071,United Distribution,France,sales1071@example.com,001-593-453-5196x33182,4.31
1072,Future Distribution,Italy,sales1072@example.com,5716379564,4.48
1073,United Retail,Japan,sales1073@example.com,+1-427-843-9921x0920,4.07
1074,Future Solutions,USA,sales1074@example.com,288.658.6286x54499,3.53
1075,Elite Distribution,France,sales1075@example.com,001-872-840-3842x7465,3.86
1076,National Manufacturing,Italy,sales1076@example.com,527.496.0430x46480,4.77
1077,Elite Logistics,UK,sales1077@example.com,+1-529-682-4542x346,3.93
1078,Global Trading,Canada,sales1078@example.com,+1-347-908-6191,3.8
1079,Prime Supply,France,sales1079@example.com,001-339-390-5828x361,4.19
1080,United Industries,USA,sales1080@example.com,496-600-7335x5681,4.44
1081,Future Supply,Japan,sales1081@example.com,398.498.5764,4.2
1082,Elite Trading,Italy,sales1082@example.com,534-437-9724x286,3.6
1083,Dynamic Supply,India,sales1083@example.com,001-409-314-6178,4.99
1084,Advanced Manufacturing,Italy,sales1084@example.com,280-446-5729x8844,4.38
1085,NextGen Electronics,Canada,sales1085@example.com,957-987-2882x7188,4.61
1086,Prime Distribution,Italy,sales1086@example.com,815.976.9364x522,4.6
1087,Future Logistics,UK,sales1087@example.com,(723)645-2290,4.68
1088,United Technologies,India,sales1088@example.com,8682954353,4.2
1089,NextGen Logistics,France,sales1089@example.com,539.723.0032,4.25
1090,Elite Electronics,India,sales1090@example.com,9446574649,4.61
1091,Advanced Industries,Japan,sales1091@example.com,(597)906-7203x17370,3.83
1092,NextGen Industries,Italy,sales1092@example.com,355.856.1637x56164,3.67
1093,Advanced Logistics,South Korea,sales1093@example.com,211-744-4181x049,4.07
1094,NextGen Trading,Germany,sales1094@example.com,(844)661-4893x66230,4.55
1095,Dynamic Technologies,Germany,sales1095@example.com,001-815-623-4724x2511,4.59
1096,Prime Electronics,Japan,sales1096@example.com,300.696.5067x7459,3.82
1097,Dynamic Logistics,UK,sales1097@example.com,251-420-3018x680,3.57
1098,Prime Industries,India,sales1098@example.com,646-512-7822x2970,4.61
1099,Prime Solutions,USA,sales1099@example.com,928-372-1903x902,4.18
1100,Advanced Manufacturing,China,sales1100@example.com,+1-765-588-2087x5485,4.57
1101,Dynamic Solutions,Japan,sales1101@example.com,001-971-259-1167,4.93
1102,Advanced Technologies,Germany,sales1102@example.com,(264)375-5411x859,4.54
1103,United Retail,India,sales1103@example.com,(555)981-4961,4.68
1104,Advanced Logistics,China,sales1104@example.com,5703400212,3.65
1105,Dynamic Industries,China,sales1105@example.com,+1-822-999-8853x53976,4.51
1106,Advanced Electronics,UK,sales1106@example.com,747.903.2944x9436,4.13
1107,United Electronics,UK,sales1107@example.com,001-446-645-9948x391,4.35
1108,Global Distribution,Japan,sales1108@example.com,856-904-6593,3.94
1109,Future Industries,Japan,sales1109@example.com,+1-787-623-5280x0978,4.15
1110,Future Technologies,Japan,sales1110@example.com,4947814614,3.88
1111,Vertex Logistics,China,sales1111@example.com,(780)300-1808,3.61
1112,Advanced Industries,Germany,sales1112@example.com,900-701-3474,3.57
1113,Advanced Trading,Italy,sales1113@example.com,314-211-8086,4.25
1114,NextGen Logistics,France,sales1114@example.com,(609)603-7333x19810,4.15
1115,Prime Retail,France,sales1115@example.com,(395)226-2642x8361,4.86
1116,Prime Manufacturing,Germany,sales1116@example.com,(622)570-5902x792,4.58
1117,Future Retail,Canada,sales1117@example.com,702.977.0730x37430,4.99
1118,Advanced Technologies,Japan,sales1118@example.com,(467)439-9032,3.57
1119,Advanced Distribution,South Korea,sales1119@example.com,(639)611-1029x414,4.71
1120,Global Industries,India,sales1120@example.com,+1-649-292-1258x307,4.07
1121,Advanced Manufacturing,France,sales1121@example.com,+1-233-265-3124,3.97
1122,Vertex Manufacturing,China,sales1122@example.com,565-513-9152x274,4.69
1123,NextGen Distribution,France,sales1123@example.com,001-755-367-1571x78091,4.18
1124,Future Electronics,UK,sales1124@example.com,485-839-0201x529,3.52
1125,Global Retail,Canada,sales1125@example.com,(885)962-4900x7113,3.56
1126,Vertex Logistics,Germany,sales1126@example.com,235-382-5342x58270,4.98
1127,Dynamic Retail,UK,sales1127@example.com,448.450.2093,4.88
1128,Elite Technologies,France,sales1128@example.com,441-832-8971,3.8
1129,Global Industries,Japan,sales1129@example.com,579-810-1843x750,4.37
1130,NextGen Industries,Italy,sales1130@example.com,(803)558-8274,4.74
1131,Dynamic Electronics,Japan,sales1131@example.com,748.756.0888,4.98
1132,Advanced Distribution,UK,sales1132@example.com,5222857556,3.55
1133,Vertex Technologies,South Korea,sales1133@example.com,205.921.0978,3.73
1134,Vertex Technologies,USA,sales1134@example.com,(279)832-6554x32798,3.85
1135,Global Retail,France,sales1135@example.com,2777951326,3.59
1136,United Industries,UK,sales1136@example.com,001-715-378-1339x250,4.88
1137,Global Supply,USA,sales1137@example.com,+1-409-630-3262x390,4.53
1138,Prime Trading,Germany,sales1138@example.com,+1-809-812-6733x075,3.51
1139,Future Distribution,India,sales1139@example.com,001-778-891-4521,4.65
1140,Future Retail,USA,sales1140@example.com,6255864693,3.6
1141,National Industries,India,sales1141@example.com,001-249-309-6537x96670,4.77
1142,Future Solutions,Germany,sales1142@example.com,(253)987-2463x894,4.3
1143,Prime Electronics,South Korea,sales1143@example.com,(828)236-6844,4.17
1144,United Distribution,Italy,sales1144@example.com,(445)963-0335x437,4.93
1145,Future Industries,UK,sales1145@example.com,231-832-1450,4.72
1146,Dynamic Electronics,China,sales1146@example.com,+1-822-436-0685x0924,3.93
1147,National Electronics,UK,sales1147@example.com,590-446-7177,4.33
1148,United Electronics,Canada,sales1148@example.com,(587)724-6827x880,4.26
1149,Prime Electronics,Japan,sales1149@example.com,679-682-1512x30087,4.43
1150,United Manufacturing,India,sales1150@example.com,+1-328-763-6123x0730,4.24
1151,Elite Supply,Canada,sales1151@example.com,+1-359-518-2306x701,4.25
1152,Dynamic Supply,Canada,sales1152@example.com,468-751-3798x796,3.84
1153,Dynamic Trading,Canada,sales1153@example.com,+1-817-535-4988x2088,4.97
1154,United Distribution,South Korea,sales1154@example.com,323.385.6028,4.74
1155,NextGen Distribution,France,sales1155@example.com,228-784-0592x0579,4.3
1156,Vertex Manufacturing,Italy,sales1156@example.com,475-405-2608,4.64
1157,Prime Technologies,Japan,sales1157@example.com,(541)644-7556x728,4.95
1158,National Trading,China,sales1158@example.com,(614)241-9493x012,4.43
1159,Vertex Logistics,Canada,sales1159@example.com,539.305.6478,4.07
1160,National Industries,China,sales1160@example.com,319-627-7928x80978,4.1
1161,National Manufacturing,Italy,sales1161@example.com,(490)801-2037x09988,3.75
1162,Advanced Manufacturing,UK,sales1162@example.com,+1-492-717-3013x3372,3.67
1163,Dynamic Logistics,South Korea,sales1163@example.com,+1-675-545-3505x813,4.37
1164,Prime Supply,Italy,sales1164@example.com,001-757-231-0332x4663,4.1
1165,Future Electronics,India,sales1165@example.com,538.621.8444x8368,4.66
1166,Vertex Retail,South Korea,sales1166@example.com,365.889.9785,4.76
1167,Dynamic Industries,UK,sales1167@example.com,001-696-755-0606x1368,3.73
1168,Elite Manufacturing,China,sales1168@example.com,001-709-981-3695,4.78
1169,Dynamic Electronics,UK,sales1169@example.com,824-406-5648,4.79
1170,Vertex Technologies,Japan,sales1170@example.com,+1-618-713-0458x63790,4.96
1171,Advanced Manufacturing,China,sales1171@example.com,001-585-528-4224,4.02
1172,NextGen Distribution,South Korea,sales1172@example.com,(920)990-1766x51542,3.86
1173,Advanced Industries,France,sales1173@example.com,721-267-4606x550,3.7
1174,Dynamic Trading,China,sales1174@example.com,7363894907,3.85
1175,Dynamic Technologies,South Korea,sales1175@example.com,887-295-6993,4.45
1176,Prime Solutions,India,sales1176@example.com,339.904.3742x11028,3.97
1177,Dynamic Solutions,USA,sales1177@example.com,805-607-9935x78418,4.05
1178,Future Technologies,Italy,sales1178@example.com,(971)902-2412x878,4.91
1179,United Trading,South Korea,sales1179@example.com,(958)278-8792x017,3.94
1180,Elite Logistics,UK,sales1180@example.com,001-656-319-2245x76217,3.6
1181,Dynamic Electronics,Germany,sales1181@example.com,(918)697-4844x73467,4.94
1182,NextGen Electronics,France,sales1182@example.com,951.294.3163,3.88
1183,Vertex Retail,Germany,sales1183@example.com,984-811-8082x5970,4.37
1184,Advanced Electronics,Canada,sales1184@example.com,369.286.7756x26565,4.58
1185,National Industries,Germany,sales1185@example.com,4186140990,3.99
1186,Dynamic Retail,Germany,sales1186@example.com,001-972-766-0505x4806,3.88
1187,Dynamic Technologies,China,sales1187@example.com,3245019993,3.96
1188,Elite Supply,Canada,sales1188@example.com,266.867.8651x805,3.56
1189,National Supply,India,sales1189@example.com,888.981.4276,4.91
1190,Prime Supply,Canada,sales1190@example.com,001-435-849-9684x8405,4.03
1191,National Distribution,Canada,sales1191@example.com,(682)420-5588,4.69
1192,United Logistics,India,sales1192@example.com,001-978-698-3109x81256,4.2
1193,Prime Logistics,UK,sales1193@example.com,(279)756-3853,4.24
1194,Prime Electronics,Italy,sales1194@example.com,213.328.8060x7063,3.77
1195,Advanced Solutions,France,sales1195@example.com,988.861.5628x415,4.22
1196,Vertex Distribution,USA,sales1196@example.com,206.821.2258x4050,4.6
1197,Elite Technologies,France,sales1197@example.com,636.810.1779x19723,4.49
1198,NextGen Retail,China,sales1198@example.com,(507)803-1908x2890,3.99
1199,Dynamic Supply,Italy,sales1199@example.com,6482594824,3.61
1200,Prime Supply,France,sales1200@example.com,001-637-995-3801x29470,3.87
1201,Vertex Industries,India,sales1201@example.com,529-854-8310,4.54
