product_id,product_name,brand,category,subcategory,description,price,cost,color,weight_kg,rating,supplier_id
5798,Apple Laptop 3423,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,1421.94,793.53,Gray,18.49,4.6,1956
5799,Nike Fitness 2649,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,449.97,471.3,Black,9.47,4.0,164
5800,H&M Clothing 8548,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2220.25,447.38,Gray,11.11,4.9,416
5801,Nike Shoes 5498,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1718.55,881.8,Red,6.81,4.2,790
5802,Ashley Furniture 3890,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,161.8,1589.34,Blue,2.55,4.8,1011
5803,Under Armour Fitness 3773,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1127.37,1362.51,Black,16.05,3.9,1099
5804,Under Armour Fitness 330,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1007.62,1640.24,Black,19.56,4.3,1187
5805,O'Reilly Programming 5920,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2427.19,884.83,Black,6.68,4.9,325
5806,Apple Laptop 6150,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,2460.05,1268.46,Black,7.61,4.0,1660
5807,LG Monitor 310,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,2142.59,81.94,Red,14.39,4.2,516
5808,Adidas Fitness 632,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2070.65,1654.45,Gray,6.2,3.5,1474
5809,IKEA Furniture 1588,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1290.73,910.81,Silver,13.33,3.7,763
5810,Apple Laptop 6578,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,1965.62,1489.51,Blue,17.88,4.8,753
5811,O'Reilly Programming 4176,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2141.19,1318.07,Black,3.62,4.6,967
5812,Samsung Phone 8935,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,463.95,469.68,Gray,17.38,3.9,881
5813,KitchenAid Kitchen 7861,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1909.07,264.91,Black,8.13,4.4,987
5814,O'Reilly Programming 7364,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2027.75,1197.18,Silver,9.59,4.6,919
5815,O'Reilly Programming 4574,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,408.58,1575.81,Blue,0.62,3.5,1560
5816,Puma Shoes 1494,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,720.14,1182.54,Blue,5.49,4.4,757
5817,Adidas Fitness 7555,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1273.32,1764.51,White,5.45,4.3,63
5818,H&M Clothing 5720,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1324.33,1647.44,Gray,17.3,3.7,401
5819,OnePlus Phone 8398,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1963.26,495.32,Blue,0.75,4.9,533
5820,Packt Programming 1191,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,439.26,896.55,Silver,16.08,3.6,1284
5821,Apple Laptop 7074,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,2291.37,30.06,Silver,17.19,3.5,927
5822,Levi's Clothing 8192,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1377.57,1589.11,Blue,12.32,4.4,226
5823,OnePlus Phone 3204,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1330.22,69.96,Red,9.52,4.2,465
5824,Philips Kitchen 4873,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,960.49,1345.43,Black,6.14,3.6,1876
5825,Packt Programming 7094,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,889.46,1412.59,Black,12.39,4.2,1346
5826,Philips Kitchen 9360,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,76.21,1393.75,Black,1.09,3.9,1464
5827,KitchenAid Kitchen 4010,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2033.85,391.77,Red,4.95,4.0,83
5828,Apple Laptop 652,Apple,Electronics,Laptop,Apple Laptop designed for high performance and everyday use. Premium quality with modern features.,1014.71,1462.77,Red,4.69,3.5,76
5829,Packt Programming 6294,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1901.62,635.77,White,2.6,4.1,1592
5830,OnePlus Phone 6202,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,50.24,248.77,Blue,15.58,3.7,802
5831,Adidas Shoes 8857,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,923.11,1574.32,Black,4.7,4.0,1480
5832,Bose Headphones 4193,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,2025.76,1259.96,White,19.09,4.9,72
5833,JBL Headphones 7683,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,2327.98,870.51,White,15.27,4.5,1049
5834,O'Reilly Programming 6343,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,847.83,1093.06,Gray,14.86,4.6,1053
5835,KitchenAid Kitchen 1015,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,644.4,980.78,Silver,1.72,4.1,938
5836,Sennheiser Headphones 6362,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,1628.79,793.33,White,13.62,3.7,1234
5837,Manning Programming 6252,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,461.54,1390.56,Gray,11.69,3.8,1235
5838,Nike Fitness 1812,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,884.38,549.37,White,7.69,3.8,1710
5839,Ashley Furniture 9035,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1427.21,1494.68,Blue,2.06,4.3,1634
5840,KitchenAid Kitchen 9933,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1616.41,128.55,Gray,4.86,4.7,1150
5841,Nike Fitness 2172,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,170.01,654.83,Gray,19.8,4.9,16
5842,Bose Headphones 651,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1098.69,198.92,Black,11.47,4.5,218
5843,Adidas Fitness 5873,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1075.83,1554.64,Blue,5.9,3.6,22
5844,O'Reilly Programming 1005,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,638.79,392.68,White,11.73,3.7,1759
5845,Packt Programming 3395,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,688.06,988.63,Blue,1.12,3.6,289
5846,Zara Clothing 7856,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1764.54,1359.28,Red,16.55,3.6,1295
5847,Puma Shoes 5359,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1177.32,540.35,White,14.5,4.8,11
5848,Zara Clothing 944,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,106.37,1130.39,Red,18.96,4.8,393
5849,Nike Fitness 5473,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,252.78,627.53,Blue,16.21,3.7,695
5850,Puma Shoes 6240,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1290.96,1786.32,Silver,2.98,4.1,1570
5851,Ashley Furniture 4877,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1215.12,154.13,White,16.63,4.6,1807
5852,IKEA Furniture 7072,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,611.44,228.71,Silver,10.77,4.4,602
5853,Manning Programming 5877,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,409.86,667.56,Blue,10.48,4.1,516
5854,Zara Clothing 847,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,336.38,1717.54,Red,5.62,4.3,1755
5855,Ashley Furniture 3339,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,503.76,1401.96,Gray,11.88,4.9,335
5856,Packt Programming 7221,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,168.13,1289.24,White,13.22,3.8,1562
5857,Under Armour Fitness 1905,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2115.05,1105.81,Gray,12.96,4.1,1213
5858,Bosch Kitchen 8889,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,705.22,1021.84,Gray,8.49,4.1,361
5859,Bose Headphones 5910,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1204.79,1437.69,Silver,6.77,3.6,574
5860,H&M Clothing 6499,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1227.41,736.04,Silver,2.76,4.2,426
5861,Nike Fitness 3745,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1522.7,523.81,Silver,13.18,3.8,663
5862,Sennheiser Headphones 6774,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,1329.67,982.89,Silver,3.6,4.4,693
5863,Levi's Clothing 2749,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1553.75,168.97,Black,15.37,3.9,438
5864,Nike Shoes 1573,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,2489.74,1152.11,Silver,9.34,4.8,662
5865,Lenovo Laptop 5840,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,1690.87,297.79,Gray,2.94,5.0,789
5866,Under Armour Fitness 1935,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,972.98,964.47,Blue,2.76,4.5,763
5867,Puma Shoes 2012,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1629.46,850.37,Red,18.49,3.7,556
5868,Bosch Kitchen 3415,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,84.62,240.01,Red,17.03,4.5,1502
5869,Samsung Monitor 6191,Samsung,Electronics,Monitor,Samsung Monitor designed for high performance and everyday use. Premium quality with modern features.,1311.57,122.64,Blue,2.93,4.0,1256
5870,Manning Programming 258,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,291.85,1512.46,Silver,7.14,4.0,1484
5871,Nike Fitness 2050,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2131.13,930.52,White,8.59,4.1,1195
5872,Levi's Clothing 9506,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,2361.83,559.06,Silver,8.56,3.6,1572
5873,Nike Fitness 5260,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1421.54,648.25,White,8.51,3.8,215
5874,Bosch Kitchen 5901,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,1228.71,399.72,Black,19.76,3.9,671
5875,OnePlus Phone 7081,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1884.71,443.83,White,15.15,3.8,686
5876,BenQ Monitor 2440,BenQ,Electronics,Monitor,BenQ Monitor designed for high performance and everyday use. Premium quality with modern features.,1363.11,1703.15,Silver,10.6,4.0,543
5877,Dell Monitor 6237,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,649.62,336.92,Red,7.12,4.2,376
5878,Bose Headphones 6522,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1850.28,437.73,Gray,16.83,3.9,374
5879,OnePlus Phone 3012,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,1379.56,493.46,White,5.59,4.5,306
5880,O'Reilly Programming 7143,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1116.58,848.8,Black,5.52,4.6,1724
5881,Packt Programming 9762,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1615.1,299.81,Silver,10.31,3.7,1310
5882,Apple Phone 1205,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,910.22,1065.74,Gray,15.42,4.9,1676
5883,Sony Headphones 169,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,1660.72,828.73,Gray,7.91,4.5,1233
5884,Ashley Furniture 8145,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,2366.14,871.1,Red,4.01,3.6,400
5885,Manning Programming 6144,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,2026.27,1071.49,Silver,2.09,4.0,819
5886,Manning Programming 7580,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,873.43,156.03,Blue,13.25,4.9,39
5887,O'Reilly Programming 2960,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,788.71,1491.25,Gray,3.72,3.8,670
5888,Dell Laptop 7758,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,1399.33,1140.02,Black,9.36,3.9,131
5889,Sony Headphones 1747,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,1599.54,1313.96,Red,15.02,4.0,823
5890,Adidas Fitness 3506,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1777.64,1508.8,White,8.65,3.6,989
5891,Samsung Phone 7586,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1783.73,173.18,Red,19.33,4.2,1819
5892,Adidas Shoes 8541,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,592.13,230.66,Gray,1.82,4.1,617
5893,Google Phone 9289,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,2043.35,535.69,Black,15.09,4.6,1043
5894,Nike Shoes 3880,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,346.55,217.65,Black,3.55,4.5,719
5895,Nike Fitness 5457,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,428.99,1088.45,White,6.09,4.9,297
5896,Levi's Clothing 2352,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,2123.57,337.78,White,17.78,4.6,907
5897,H&M Clothing 3922,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,264.57,1327.62,Blue,3.97,4.8,835
5898,KitchenAid Kitchen 6466,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1291.75,1052.78,Black,12.81,4.3,1999
5899,Sony Headphones 6257,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,1265.31,624.47,Silver,9.7,4.5,219
5900,Adidas Fitness 3417,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,244.26,822.54,Blue,15.58,4.2,1659
5901,Philips Kitchen 6710,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,608.03,111.7,Silver,14.02,3.7,1604
5902,IKEA Furniture 5969,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,231.77,1223.18,Black,16.62,3.9,21
5903,Under Armour Fitness 1883,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1193.26,1023.76,White,18.54,3.7,856
5904,Ashley Furniture 6325,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,443.93,1531.69,Gray,15.7,4.5,1951
5905,Adidas Fitness 4130,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1747.03,1500.94,Black,19.64,3.7,598
5906,Google Phone 599,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,936.0,1351.61,Silver,12.44,4.5,1232
5907,O'Reilly Programming 3694,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,109.85,1622.62,Blue,8.73,3.7,243
5908,Zara Clothing 8203,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1556.33,491.57,Blue,12.33,4.8,50
5909,Ashley Furniture 6209,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,2473.62,233.4,Black,9.32,4.0,1423
5910,H&M Clothing 4376,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2022.01,1487.69,Black,13.61,3.7,1599
5911,O'Reilly Programming 3989,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2434.93,552.58,Red,1.52,4.2,849
5912,Adidas Fitness 3267,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,472.4,1122.52,Silver,2.87,3.9,1174
5913,Ashley Furniture 3814,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1794.78,888.84,Gray,7.04,4.5,1522
5914,O'Reilly Programming 7977,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,2482.15,1159.13,Red,5.73,4.7,1349
5915,Ashley Furniture 3618,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1868.04,620.09,Gray,10.3,4.6,1026
5916,Nike Fitness 7636,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2161.36,1104.36,Gray,3.55,4.3,292
5917,Nike Fitness 9847,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1829.95,1238.15,Gray,17.46,3.7,851
5918,Ashley Furniture 2548,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,351.07,1658.87,Red,15.24,4.1,1365
5919,O'Reilly Programming 4428,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1692.58,86.98,Red,12.62,4.7,1942
5920,Dell Laptop 1079,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,759.9,1096.96,White,6.43,3.9,1120
5921,Packt Programming 8627,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,298.27,1327.62,Silver,9.71,4.9,175
5922,O'Reilly Programming 7555,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1096.44,524.73,Gray,10.25,4.3,447
5923,Adidas Shoes 8541,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1077.18,331.6,Blue,0.22,5.0,1610
5924,Bosch Kitchen 9623,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,685.03,186.13,Gray,18.44,4.8,1326
5925,O'Reilly Programming 9335,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1399.31,161.08,Black,0.81,3.7,1280
5926,Steelcase Furniture 4470,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1864.94,801.11,Red,14.04,4.5,1281
5927,Nike Fitness 3179,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1223.17,1032.33,Red,7.01,5.0,1856
5928,Puma Shoes 307,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1467.27,602.4,Black,19.49,4.4,1948
5929,Nike Shoes 3112,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1464.13,1194.37,Silver,9.58,4.5,212
5930,H&M Clothing 8105,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,958.65,1386.82,Silver,7.56,4.0,1420
5931,Philips Kitchen 9159,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,81.82,110.17,Blue,2.47,4.0,1056
5932,IKEA Furniture 126,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,838.46,1761.93,Gray,10.16,5.0,580
5933,Adidas Fitness 5567,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2286.94,584.75,Black,1.59,3.8,1663
5934,Bosch Kitchen 3755,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,65.71,783.17,Silver,17.08,5.0,249
5935,Under Armour Fitness 2967,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1327.78,1231.46,Blue,7.01,4.6,1969
5936,Bosch Kitchen 9216,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,397.04,1631.63,Red,6.03,4.0,1131
5937,Sony Headphones 1810,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,786.51,1470.54,Red,13.74,4.7,1702
5938,Dell Monitor 8328,Dell,Electronics,Monitor,Dell Monitor designed for high performance and everyday use. Premium quality with modern features.,992.83,1421.42,Red,16.0,4.5,447
5939,Sony Headphones 7802,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,140.03,1049.55,Black,2.62,4.9,849
5940,Philips Kitchen 1238,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,563.08,733.53,Black,19.68,3.9,1114
5941,KitchenAid Kitchen 8466,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2471.59,48.79,Black,0.37,4.0,923
5942,Puma Shoes 9512,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1495.06,391.64,Black,10.2,4.8,673
5943,Nike Fitness 2774,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1733.45,1744.74,Silver,4.13,4.8,1078
5944,Adidas Fitness 5962,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1715.47,1366.07,Red,2.93,3.6,1758
5945,H&M Clothing 7972,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2158.36,933.8,Silver,4.06,4.5,1993
5946,Packt Programming 1577,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1127.75,1201.57,Red,4.8,4.5,133
5947,Manning Programming 3060,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,70.16,1558.38,Black,9.1,4.0,1759
5948,Puma Shoes 6134,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,89.08,975.25,Silver,2.3,4.9,1826
5949,Under Armour Fitness 7546,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2077.73,134.29,Red,17.09,4.8,1523
5950,Levi's Clothing 5628,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,588.67,1036.37,Blue,12.9,4.5,1668
5951,Under Armour Fitness 1150,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,828.35,313.19,White,17.46,4.6,128
5952,Adidas Shoes 7374,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,148.99,312.44,Gray,2.55,4.8,1675
5953,Under Armour Fitness 1213,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,903.38,285.27,Blue,2.63,3.5,1056
5954,Sony Headphones 2433,Sony,Electronics,Headphones,Sony Headphones designed for high performance and everyday use. Premium quality with modern features.,365.54,522.31,Gray,8.2,4.7,1708
5955,Dell Laptop 4404,Dell,Electronics,Laptop,Dell Laptop designed for high performance and everyday use. Premium quality with modern features.,1753.68,1738.64,Black,12.11,3.6,1037
5956,Ashley Furniture 8847,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1790.75,1452.91,Gray,10.49,3.7,1158
5957,O'Reilly Programming 3827,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1784.94,1719.15,Silver,18.69,4.8,1396
5958,Google Phone 9113,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,980.29,488.35,Silver,6.02,3.5,1632
5959,Manning Programming 9971,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,26.36,1524.75,White,7.74,4.7,621
5960,Ashley Furniture 728,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,942.7,1569.21,Blue,7.94,3.7,1492
5961,IKEA Furniture 8941,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,326.66,808.81,Red,10.12,4.0,854
5962,KitchenAid Kitchen 659,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,936.24,103.67,Red,12.35,4.4,1926
5963,Zara Clothing 5263,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,310.95,368.92,Blue,13.94,4.1,144
5964,Levi's Clothing 6943,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1730.39,795.01,White,12.53,4.5,269
5965,Philips Kitchen 457,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1004.83,982.59,White,19.25,4.1,1328
5966,Nike Fitness 424,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1408.46,1631.43,Gray,4.4,3.5,1645
5967,Nike Fitness 9015,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1122.7,654.31,Red,0.81,3.7,1185
